Why were slaves from West Africa taken to America and the Caribbean?	To join the colonial armies	To work on tobacco and sugar plantations	To work building roads	To help Britain rebuild after the Second World War	B	Slaves came primarily from West Africa. Travelling on British ships in horrible conditions, they were taken to America and the Caribbean, where they were made to work on tobacco and sugar plantations.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
What is the reign of Queen Victoria commonly referred to as?	The Age of Victoria	The Victoria Years	The Victorian Age	The Victorian Epoch	C	In 1837, Queen Victoria became queen of the UK at the age of 18. Her reign is known as the Victorian Age.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
Emmeline Pankhurst had a role in establishing which organisation for women's rights in 1889?	The Women's Voting Council	The Women's Franchise League	The Female Democratic Organisation	The Women's Equality Society	B	Emmeline Pankhurst was born in Manchester in 1858. She set up the Women's Franchise League in 1889, which fought to get the vote in local elections for married women. In 1903 she helped found the Women's Social and Political Union (WSPU).	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
Which of the following statements is correct?	By the 18th century slavery in Britain was commonplace.	By the 18th century the slave trade was an established overseas industry but illegal within Britain.			B	While slavery was illegal within Britain itself, by the 18th century it was a fully established overseas industry, dominated by Britain and the American colonies.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
Why was Parliament still some way from being a modern democracy after the Glorious Revolution?	Only bishops were able to vote	Only men who owned property of a certain value could vote	Only women were allowed to vote	Parliament took control of who could be monarch	B	After William III, the ministers gradually became more important than the monarch but this was not a democracy in the modern sense. The number of people who had the right to vote for members of Parliament was still very small. Only men who owned property of a certain value were able to vote. No women at all had the vote. Some constituencies were controlled by a single wealthy family. These were called 'pocket boroughs'. Other constituencies had hardly any voters and were called 'rotten boroughs'.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
During Queen Victoria's reign the French Empire became the largest empire the world has ever seen.	True	False			B	During the Victorian period, the British Empire grew to cover all of India, Australia and large parts of Africa. It became the largest empire the world has ever seen, with an estimated population of more than 400 million people.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
Which of the following statements is correct?	The Industrial Revolution is what we call the rapid development of industry across the 18th and 19th centuries.	The Industrial Revolution was a famous slave revolt, which ultimately led to the end of the slave trade.			A	The Industrial Revolution was the rapid development of industry in Britain in the 18th and 19th centuries.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
What event in 1851 took place at the Crystal Palace in Hyde Park and showed goods and exhibits from Britain and across the world?	The Great Exhibition	The Great Show	The Great Event	The Great Occasion	A	In 1851, the Great Exhibition opened in Hyde Park in the Crystal Palace, a huge building made of iron and glass.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
What was needed during the Industrial Revolution to power the new factories?	Coal	Slaves	Oil	Looms	A	The Industrial Revolution was the rapid development of industry in Britain in the 18th and 19th centuries. Coal and other raw materials were needed to power the new factories.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
Sir Robert Walpole was Prime Minister from 1872 to 1899.	True	False			B	George I did not speak very good English and this increased his need to rely on his ministers. The most important minister in Parliament became known as the Prime Minister. The first man to be called this was Sir Robert Walpole, who was Prime Minister from 1721 to 1742.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
What significant problem arose for Britain from trading and settlements overseas in the 19th century?	Conflict with other countries, particularly France	The Industrial Revolution made shipbuilding expensive	There was no plan or structure to the expansion	The Great Depression caused mass unemployment	A	Trading and settlements overseas sometimes brought Britain into conflict with other countries, particularly France, which was expanding and trading in a similar way in many of the same areas of the world.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
Which modern political party is still referred to sometimes as the Tories?	Liberal Democrats	Labour Party	Conservative Party	Whigs	C	The Bill of Rights meant that, to be able to govern effectively, the monarch needed to have advisers, or ministers, who would be able to ensure a majority of votes in the House of Commons and the House of Lords. There were two main groups in Parliament, known as the Whigs and the Tories. The modern Conservative Party is still sometimes referred to as the Tories. This was the beginning of party politics.	../src/online/a_long_and_illustrious_history/a_global_power/01.json	
With which country is Bonnie Prince Charlie associated?	Ireland	Scotland	France	Wales	B	Charles Edward Stuart (Bonnie Prince Charlie), the grandson of James II, landed in Scotland. He was supported by clansmen from the Scottish highlands and raised an army.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
Who won the Nobel Prize for Literature in 1907?	William Shakespeare	Alexander Fleming	Evelyn Waugh	Rudyard Kipling	D	Rudyard Kipling was born in India in 1865 and later lived in India, the UK and the USA. He wrote books and poems set in both India and the UK. Kipling was awarded the Nobel Prize in Literature in 1907.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
What improvement was made to working conditions for women and children in 1847?	Women and children were banned from the workplace	The number of hours that women and children could work was limited to 10 hours per day	The number of hours that women and children could work was limited to 20 hours per day	Women and children could only work indoors	B	In 1847, the number of hours that women and children could work was limited by law to 10 hours per day.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
During the 18th century, new ideas about politics, philosophy and science were developed. What are these developments known as?	The Movement	The Advancement	The Enlightenment	The Regression	C	During the 18th century, new ideas about politics, philosophy and science were developed. This is often called 'the Enlightenment'.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
What was the main source of employment in the UK before the 18th century?	Agriculture	The wool trade	Financial services	Canal building	A	Before the 18th century, agriculture was the biggest source of employment in Britain. There were many cottage industries, where people worked from home to produce goods such as cloth and lace.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
In which year were women given the right to vote at the age of 21, the same as men?	1918	1928	1946	1952	B	In 1918, women over the age of 30 were given voting rights and the right to stand for Parliament. This was equalised in 1928, when women were given the right to vote at the age of 21, the same as men.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
Who was the first man to be called Prime Minister?	Sir Robert Walpole	William Pitt the Younger	Sir Herbert Walpole	William Pitt the Elder	A	George I did not speak very good English and this increased his need to rely on his ministers. The most important minister in Parliament became known as the Prime Minister. The first man to be called this was Sir Robert Walpole, who was Prime Minister from 1721 to 1742.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
At which battle was Admiral Nelson killed?	Battle of Agincourt	Battle of Waterloo	Battle of Hastings	Battle of Trafalgar	D	Britain's navy fought against combined French and Spanish fleets, winning the Battle of Trafalgar in 1805. Admiral Nelson was in charge of the British fleet at Trafalgar and was killed in the battle.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
Which British Admiral was killed at the Battle of Trafalgar?	Napoleon	Nelson	Sir Francis Drake	Duke of Wellington	B	Britain's navy fought against combined French and Spanish fleets, winning the Battle of Trafalgar in 1805. Admiral Nelson was in charge of the British fleet at Trafalgar and was killed in the battle.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
Which country's coastline did James Cook map, leading to the establishment of colonies there?	Indonesia	Portugal	South Africa	Australia	D	The Industrial Revolution was a time of increased colonisation overseas. Captain James Cook mapped the coast of Australia and a few colonies were established there. Britain gained control over Canada, and the East India Company, originally set up to trade, gained control of large parts of India. Colonies began to be established in southern Africa.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
By which other name was Charles Edward Stuart known?	Robert Burns	Charles II	Bonnie Prince Charlie	Robert the Bruce	C	Charles Edward Stuart (Bonnie Prince Charlie) was the grandson of James II.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
Which crop failed in Ireland in the mid-19th century, leading to a devastating famine? 	Cabbages	Wheat	Potatoes	Sweetcorn	C	Conditions in Ireland in the 19th century were not as good as in the rest of the UK. Two-thirds of the population still depended on farming to make their living, often on very small plots of land. Many depended on potatoes as a large part of their diet. In the middle of the century the potato crop failed, and Ireland suffered a famine.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
What was Florence Nightingale's profession?	Doctor	Poet	Lawyer	Nurse	D	Florence Nightingale was born in Italy to English parents. At the age of 31, she trained as a nurse in Germany. In 1860 she established the Nightingale Training School for nurses at St Thomas' Hospital in London. She is often regarded as the founder of modern nursing.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
In 1918, women over the age of 30 were given the right to vote. This was partly in recognition of the contribution women made to the war effort during which war?	First World War	Crimean War	Second World War	Cold War	A	In 1918, women over the age of 30 were given voting rights and the right to stand for Parliament, partly in recognition of the contribution women made to the war effort during the First World War.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
Which monarch had the longest reign of the 19th century?	Victoria	Henry VIII	Edward VI	Anne	A	In 1837, Queen Victoria became queen of the UK at the age of 18. She reigned until 1901, almost 64 years.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
Where did the Boer War take place?	South Africa	France	England	Turkey	A	The Boer War took place between 1899 and 1902 in South Africa.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
Who of the following was involved in the suffragette movement?	Jane Austen	Emmeline Pankhurst	Florence Nightingale	Margaret Thatcher	B	Emmeline Pankhurst set up the Women's Franchise League in 1889 as well as founding the Women's Social and Political Union (WSPU) in 1903. The WSPU was the first group whose members were called 'suffragettes' and used civil disobedience and hunger strikes in their protest to gain votes for women. In 1918, women over the age of 30 were given voting rights and the right to stand for Parliament. In 1928, shortly before Pankhurst's death, women were given the right to vote at the age of 21, the same as men.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
What practice did Sake Dean Mahomet introduce to Britain?	Cycling	Drinking coffee	The Indian art of head massage	Drinking tea	C	Sake Dean Mahomet and his wife introduced 'shampooing', the Indian art of head massage, to Britain.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
After the Glorious Revolution what kind of monarchy did Britain become?	Absolute monarchy	Constitutional monarchy	Limited monarchy	Democratic monarchy	B	The laws passed after the Glorious Revolution are the beginning of what is called 'constitutional monarchy'. The monarch remained very important but was no longer able to insist on particular policies or actions if Parliament did not agree.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
Who was William Wilberforce?	The first Prime Minister of the United Kingdom	An advocate for the abolition of the slave trade	A poet	The inventor of the television	B	The first formal anti-slavery groups were set up by the Quakers in the late 1700s, and they petitioned Parliament to ban the practice. William Wilberforce, an evangelical Christian and a member of Parliament, also played an important part in changing the law. Along with other abolitionists (people who supported the abolition of slavery), he succeeded in turning public opinion against the slave trade.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
The British fought a war in South Africa against settlers from the Netherlands. What were these settlers called?	South Africans	Boers	Dutch	Namibians	B	in 1899 The British went to war in South Africa with settlers from the Netherlands called the Boers.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
Which of the following statements is correct?	In 1745 an attempt to put a Stuart king back on the throne was supported by clansmen from the Scottish highlands.	In 1745 an attempt to put a Stuart king back on the throne was supported by clansmen from the Scottish borders.			A	In 1745 there was another attempt to put a Stuart king back on the throne in place of George I's son, George II. Charles Edward Stuart (Bonnie Prince Charlie), the grandson of James II, landed in Scotland. He was supported by clansmen from the Scottish highlands and raised an army.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
An 1847 law limited the number of hours women and children could work in a day to what?	5	10	18	2	B	In 1847, the number of hours that women and children could work was limited by law to 10 hours per day.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
What is David Hume famous for?	Sailing around the world single-handed	His ideas about human nature	Developing the jet engine	Captaining the English football team	B	David Hume's is famous for ideas about human nature. They continue to influence philosophers today.	../src/online/a_long_and_illustrious_history/a_global_power/00.json	
The repeal of the Corn Laws in 1846 was designed to do what?	Allow the import of cheap grain	Encourage British farmers to grow more grain	Increase the quality of bread	Introduce more efficient working practices on British farms	A	The repealing of the Corn Laws in 1846 allowed the import of cheap grain. The reforms helped the development of British industry, because raw materials could now be imported more cheaply.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
What happened in 1918 to make it an important date in the history of women's rights?	Women were made legally responsible for their children's crimes	Wives were given the right to keep their own earnings and property	Laws guaranteeing equal pay were passed	Women were given the right to vote	D	In 1918, women over the age of 30 were given the right to vote. In 1928 the age lowered to 21, the same age as men.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Why did a large number of Russian and Polish Jews come to Britain between 1870 and 1914?	To look for work	To escape persecution	To buy cotton from British merchants	To learn English	B	Between 1870 and 1914, around 120,000 Russian and Polish Jews came to Britain to escape persecution. Many settled in London's East End and in Manchester and Leeds.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Which of the following factors contributed to the Industrial Revolution in Britain?	The foundation of the modern welfare state	The development of steam power and machinery	The outbreak of plague	The end of the Second World War	B	The Industrial Revolution was the rapid development of industry in Britain in the 18th and 19th centuries. Britain was the first country to industrialise on a large scale. It happened because of the development of machinery and the use of steam power.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
The 1853 to 1856 Crimean War saw Britain fight against Russia. Which TWO countries were Britain's allies?	Japan	Canada	Turkey	France	C, D	From 1853 to 1856, Britain fought with Turkey and France against Russia in the Crimean War.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Where did Florence Nightingale establish the Nightingale School for Nurses in 1860?	St Thomas' Hospital, London	Addenbrooke's Hospital, Cambridge	St James's University Hospital, Leeds	Prince Philip Hospital, Llanelli	A	In 1860 Florence Nightingale established the Nightingale Training School for nurses at St Thomas' Hospital in London. The school was the first of its kind and still exists today, as do many of the practices that Nightingale used.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Which of the following statements is correct?	Large numbers of Irish people emigrated to the United States after a potato famine in the 19th century.	Nearly all of the Irish people stayed in Ireland to rebuild after the potato famine in the 19th century.			A	In Ireland in the 19th century many depended on potatoes as a large part of their diet. In the middle of the century the potato crop failed, and Ireland suffered a famine. A million people died from disease and starvation. Another 1.5 million left Ireland. Some emigrated to the United States and others came to England.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
The Highland Clearances occurred in Wales.	True	False			B	The Highland Clearances occurred in Scotland. Many Scottish landlords destroyed individual small farms (known as 'crofts') to make space for large flocks of sheep and cattle. Evictions became very common in the early 19th century.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
In 1918 women over the age of 30 were given the right to vote and stand for Parliament.	True	False			A	In 1918, women over the age of 30 were given voting rights and the right to stand for Parliament, partly in recognition of the contribution women made to the war effort during the First World War.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
David Hume was considered to be one of the great thinkers of the Enlightenment. What was his field of knowledge?	Medicine	Economics	Philosophy	Biology	C	During the 18th century, new ideas about politics, philosophy and science were developed. This is often called 'the Enlightenment'. David Hume's ideas about human nature continue to influence philosophers.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
What does the Victoria Cross, first awarded during the Crimean War, honour?	Exceptional journalism by war reporters	Life-saving care administered by doctors and nurses	Acts of valour by soldiers	Outstanding painting skills by war artists	C	Queen Victoria introduced the Victoria Cross medal during the Crimean War. It honours acts of valour by soldiers.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
George and Robert Stephenson are famous for pioneering what?	The railway engine	The aeroplane	The telephone	The electric lightbulb	A	Father and son George and Robert Stephenson pioneered the railway engine, and a major expansion of the railways took place in the Victorian period.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Who was the first Prime Minister?	William Wilberforce	Sir Robert Walpole	Benjamin Disraeli	William Gladstone	B	The first man to hold the office of Prime Minister was Sir Robert Walpole, who was Prime Minister for 20 years until 1742.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Which Nobel Prize winning author of The Jungle Book lived in India and the USA, as well as the UK?	JG Ballard	Jane Austen	Evelyn Waugh	Rudyard Kipling	D	Rudyard Kipling was born in India in 1865 and later lived in India, the UK and the USA. He wrote books and poems set in both India and the UK including The Jungle Book.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
What landmark in women's rights was achieved shortly before Emmeline Pankhurst's death in 1928?	Women were allowed to become bishops	Women were allowed to become soldiers	Women were allowed to become teachers	Women were given the right to vote at the same age as men	D	Shortly before Emmeline's death in 1928, women were given the right to vote at the age of 21, the same as men.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Acts of Parliament in 1870 and 1882 awarded which right to women?	The right to join the armed forces	The right to work	The right to attend university	The right to keep their own earnings and property after marriage	D	Acts of Parliament in 1870 and 1882 gave wives the right to keep their own earnings and property.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Which of the following statements is correct?	During Queen Victoria's reign the middle classes became increasingly significant.	During Queen Victoria's reign the size and influence of the British middle class shrank.			A	During Queen Victoria's reign Britain increased in power and influence abroad. Within the UK, the middle classes became increasingly significant and a number of reformers led moves to improve conditions of life for the poor.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
What nationality was George I?	German	Scottish	English	French	A	When Queen Anne died in 1714, Parliament chose a German, George I, to be the next king, because he was Anne's nearest Protestant relative.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Which TWO of these books were written by Rudyard Kipling?	Just So Stories	The Jungle Book	Charlie and the Chocolate Factory	George's Marvellous Medicine	A, B	Kipling was awarded the Nobel Prize in Literature in 1907. His books include the Just So Stories and The Jungle Book, which continue to be popular today.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
The Bill of Rights confirmed the rights of Parliament and the limits of the king's power.	True	False			A	The Bill of Rights, passed in 1689, confirmed the rights of Parliament and the limits of the king's power.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Why were the Reform Acts 1832 and 1867 important?	They unified Ireland with England, Scotland and Wales, creating the UK	They gave women the right to vote	They made slavery illegal in the UK	They abolished pocket and rotten boroughs and created more urban seats in Parliament	D	The Reform Act of 1832 abolished the old pocket and rotten boroughs and more parliamentary seats were given to the towns and cities. At first they seemed to be unsuccessful, but in 1867 there was another Reform Act. This created many more urban seats in Parliament.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Bonnie Prince Charlie won the Battle of Culloden and claimed the throne back from George II.	True	False			B	In 1745 there was an attempt to put a Stuart king back on the throne in place of George I's son, George II. Charles Edward Stuart (Bonnie Prince Charlie), the grandson of James II, landed in Scotland. Charles initially had some successes but was defeated by George II's army at the Battle of Culloden in 1746. Charles escaped back to Europe.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
During the 17th century, many people left Britain and Ireland to settle in which of the following places?	France	Africa	America	Germany	C	The late 17th century was a time when many people left Britain and Ireland to settle in new colonies in America and elsewhere.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Fighting broke out between British forces and which of the following in the late 18th century?	Dutch settlers in South Africa	The Middle Powers	North American colonists	The Spanish Armada	C	Fighting broke out between North American colonists and British forces in the late 18th century. In 1776, 13 American colonies declared their independence, stating that people had a right to establish their own governments.	../src/online/a_long_and_illustrious_history/a_global_power/02.json	
Sir Andy Murray is the first British man to win a singles title in a Grand Slam tournament since 1936.	True	False			A	Sir Andy Murray (1987-) is a Scottish tennis player who in 2012 won the men's singles in the US Open. He is the first British man to win a singles title in a Grand Slam tournament since 1936. In the same year, he won Olympic gold and silver medals. In 2013 and 2016 he won the men's singles at Wimbledon. He also went on to win Gold at the 2016 Olympics.	../src/online/a_modern_thriving_society/sports/01.json	
The first four-minute mile was achieved by Sir Roger Bannister in which decade of the twentieth century?	The forties	The fifties	The sixties	The seventies	B	Sir Roger Bannister (1929-2018) was the first man in the world to run a mile in under four minutes, in 1954.	../src/online/a_modern_thriving_society/sports/01.json	
What is the Christian name of the famous wheelchair athlete Baroness Grey-Thompson?	Theresa	Tracey	Tanni	Tamara	C	Tanni Grey-Thompson (1969-) is an athlete who uses a wheelchair.	../src/online/a_modern_thriving_society/sports/01.json	
Which TWO of the following are famous Paralympians?	Baroness Tanni Grey-Thompson	Dame Kelly Holmes	Jayne Torvill	Ellie Simmonds	A, D	Baroness Tanni-Grey Thompson (1969-) is an athlete who uses a wheelchair and won 16 Paralympic medals, including 11 gold medals, in races over five Paralympic Games. Ellie Simmonds is a swimmer who won gold medals in 2008 and 2012 Paralympic Games.	../src/online/a_modern_thriving_society/sports/01.json	
Rugby originated in England in the early 19th century.	True	False			A	Rugby originated in England in the early 19th century and is very popular in the UK today.	../src/online/a_modern_thriving_society/sports/01.json	
Ellie Simmonds is a Paralympian and was the youngest member of the British team at the 2008 games.	True	False			A	Ellie Simmonds (1994-) is a Paralympian who won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games and holds a number of world records. She was the youngest member of the British team at the 2008 Games.	../src/online/a_modern_thriving_society/sports/01.json	
Only one of the four major golf tournaments worldwide is played in the UK.	True	False			A	The Open Championship is the only 'Major' tournament held outside the United States. It is hosted by a different golf course every year.	../src/online/a_modern_thriving_society/sports/01.json	
The UEFA Champions League pits British soccer teams against other teams from where?	Europe	USA	South America	Asia	A	Many UK teams compete in competitions such as the UEFA (Union of European Football Associations) Champions League, against other teams from Europe.	../src/online/a_modern_thriving_society/sports/01.json	
When were the first professional football clubs formed?	The Middle Ages	17th Century	19th Century	20th Century	C	Football has a long history in the UK and the first professional football clubs were formed in the 19th century.	../src/online/a_modern_thriving_society/sports/01.json	
How many Olympic gold medals did Sir Steve Redgrave win?	Five	Eight	Three	Six	A	Sir Steve Redgrave (1962-) won gold medals in rowing in five consecutive Olympic Games.	../src/online/a_modern_thriving_society/sports/01.json	
What is the name of the famous horse-race held near Liverpool?	Grand Chase	Grand Derby	Steeplechase	Grand National	D	A famous horse-racing event in the UK is the Grand National at Aintree near Liverpool.	../src/online/a_modern_thriving_society/sports/01.json	
In what position in the medal table did Great Britain finish in the London Olympic Games of 2012?	1st	2nd	3rd	Lower than 3rd	C	The UK has hosted the Olympic Games on three occasions: 1908, 1948 and 2012. The main Olympic site for the 2012 Games was in Stratford, East London. The British team was very successful, across a wide range of Olympic sports, finishing third in the medal table.	../src/online/a_modern_thriving_society/sports/01.json	
Sir Chris Hoy is a famous sportsman in which event or sport?	Athletics	Ice skating	Swimming	Cycling	D	Sir Chris Hoy (1976-) is a Scottish cyclist who has won six gold and one silver Olympic medals.	../src/online/a_modern_thriving_society/sports/01.json	
Which of the following statements is correct?	The UK has only hosted the Olympic Games once, in 2012.	The UK hosted the Olympic Games in 1908, 1948 and 2012.			B	The UK has hosted the Olympic Games on three occasions: 1908, 1948 and 2012.	../src/online/a_modern_thriving_society/sports/01.json	
What sport is played in the UEFA Champions League?	Tennis	Rugby	Football	Cricket	C	Many UK football teams compete in competitions such as the UEFA (Union of European Football Associations) Champions League, against other teams from Europe.	../src/online/a_modern_thriving_society/sports/01.json	
Andy Murray is a tennis Grand Slam singles title winner. Before he won, when was the last time a British male tennis player won a Grand Slam event?	1906	1936	1956	1976	B	Andy Murray is the first British man to win a singles title in a Grand Slam tournament since 1936.	../src/online/a_modern_thriving_society/sports/01.json	
Dr Sir Ludwig Guttman is generally regarded as the originator of which sporting event?	The Football World Cup	The Paralympics	The Olympic Games	The Cricket World Cup	B	The Paralympics have their origin in the work of Dr Sir Ludwig Guttman, a German refugee, at the Stoke Mandeville Hospital in Buckinghamshire.	../src/online/a_modern_thriving_society/sports/01.json	
Why is Dame Jessica Ennis-Hill famous?	She is a successful comedienne	She writes poetry	She invented the cash-dispensing ATM	She is an Olympic gold medallist	D	Dame Jessica Ennis-Hill (1986-) is an athlete. She won the 2012 Olympic gold medal in the heptathlon and the silver medal in the 2016 Olympic Games, which includes seven different track and field events. She also holds a number of British athletics records.	../src/online/a_modern_thriving_society/sports/00.json	
Which sport can be traced back to 15th century Scotland?	Motor racing	Tennis	Rugby Union	Golf	D	The modern game of golf can be traced back to 15th century Scotland.	../src/online/a_modern_thriving_society/sports/00.json	
In 1954, who was the first person to run a mile in under four minutes?	Sir Mo Farah	Sir Chris Hoy	Sir Roger Bannister	Sir Francis Chichester	C	Sir Roger Bannister was the first man in the world to run a mile in under four minutes, in 1954.	../src/online/a_modern_thriving_society/sports/00.json	
The game of golf is traditionally thought to have originated in which country?	England	Spain	USA	Scotland	D	The modern game of golf can be traced back to 15th century Scotland.	../src/online/a_modern_thriving_society/sports/00.json	
Ellie Simmonds is a Paralympic gold medallist in which sport?	Archery	Athletics	Swimming	Table tennis	C	Ellie Simmonds (1994-) is a Paralympian who won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games and holds a number of world records.	../src/online/a_modern_thriving_society/sports/00.json	
A famous boat race for rowers is contested on the River Thames each year between which university teams?	Cambridge and London	Edinburgh and Oxford	Edinburgh and London	Cambridge and Oxford	D	Rowing is popular, both as a leisure activity and as a competitive sport. There is a famous yearly race on the Thames between Oxford and Cambridge Universities.	../src/online/a_modern_thriving_society/sports/00.json	
What is the name of the swimmer who won gold medals at the 2008, 2012 and 2016 Paralympic Games?	Jayne Torvill	Dame Kelly Holmes	Ellie Simmonds	Baroness Tanni Grey-Thompson	C	Ellie Simmonds (1994-) is a Paralympian who won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games.	../src/online/a_modern_thriving_society/sports/00.json	
What UK patron saint's name is shared with the home of golf?	St Andrew	St David	St Columba	St Patrick	A	The modern game of golf can be traced back to 15th century Scotland. St Andrews in Scotland is known as the home of golf.	../src/online/a_modern_thriving_society/sports/00.json	
With which sport was Bobby Moore associated?	Sailing	Tennis	Cricket	Football	D	Bobby Moore (1941-93) captained the English football team that won the World Cup in 1966.	../src/online/a_modern_thriving_society/sports/00.json	
Who was the first Briton to win the Tour de France?	Sir Chris Hoy	Sir Bradley Wiggins	Mark Cavendish	Reg Harris	B	Sir Bradley Wiggins (1980-) is a cyclist. In 2012, he became the first Briton to win the Tour de France.	../src/online/a_modern_thriving_society/sports/00.json	
What was the highest honour that Kelly Holmes, who won two gold Olympic medals, received?	She was made an OBE (Order of the British Empire)	She was made a CBE (Commander of the Order of the British Empire)	She was made a Dame (Dame Commander of the Order of the British Empire)	She was made a Companion of Honour (CH)	C	Dame Kelly Holmes (1970-) won two gold medals for running in the 2004 Olympic Games.	../src/online/a_modern_thriving_society/sports/00.json	
What is the name of the cricket Test series played between England and Australia?	The Urn	The Oval	The Ashes	Royal Ascot	C	Cricket originated in England and is now played in many countries. The most famous competition is called the Ashes, which is a series of Test matches played between England and Australia.	../src/online/a_modern_thriving_society/sports/00.json	
Bobby Moore was the captain of which sports team in 1966?	Welsh rugby team	English football team	Scottish rugby team	English cricket team	B	Bobby Moore captained the English football team that won the World Cup in 1966.	../src/online/a_modern_thriving_society/sports/00.json	
What is the name of the British athlete who has won 16 Paralympic medals, including 11 gold medals?	Lewis Hamilton	Baroness Tanni Grey-Thompson	Dame Kelly Holmes	Dame Ellen MacArthur	B	Baroness Tanni Grey-Thompson (1969-) is an athlete who uses a wheelchair and won 16 Paralympic medals, including 11 gold medals, in races over five Paralympic Games.	../src/online/a_modern_thriving_society/sports/00.json	
Damon Hill, Jenson Button and Lewis Hamilton are champions in which sport?	Motor sport	Horse racing	Tennis	Squash	A	There is a long history of motor sport in the UK, for both cars and motor cycles. A number of British Grand Prix drivers have won the Formula 1 World Championship. Recent British winners include Damon Hill, Lewis Hamilton and Jenson Button.	../src/online/a_modern_thriving_society/sports/00.json	
Which of the following is a famous tennis tournament played in the UK every year?	Wimbledon	The Grand National	The Open	Six Nations	A	The most famous tennis tournament hosted in Britain is The Wimbledon Championships, which takes place each year at the All England Lawn Tennis and Croquet Club. It is the oldest tennis tournament in the world and the only 'Grand Slam' event played on grass.	../src/online/a_modern_thriving_society/sports/00.json	
Sir Steve Redgrave was the first man in the world to run a mile in under four minutes.	True	False			B	Sir Roger Bannister (1929-2018) was the first man in the world to run a mile in under four minutes, in 1954.	../src/online/a_modern_thriving_society/sports/00.json	
Sir Andy Murray is the first British man to win a singles title in a Grand Slam tournament since 1936.	True	False			A	Sir Andy Murray (1987-) is a Scottish tennis player who in 2012 won the men's singles in the US Open. He is the first British man to win a singles title in a Grand Slam tournament since 1936. In the same year, he won Olympic gold and silver medals. In 2013 and 2016 he won the men's singles at Wimbledon. He also went on to win Gold at the 2016 Olympics.	../src/online/a_modern_thriving_society/sports/00.json	
